Name,Sparse Pattern,Sparse Block Ratio,Sparse Ratio,MACs,CPercent,Memory,MPercent,Params,PPercent,InShape,OutShape
input,1x1,0.00%,0.00%,0,0.00%,4915200,0.56%,0,0.00%,1x3x640x640,1x3x640x640
Slice_4,1x1,0.00%,0.00%,0,0.00%,2457616,0.28%,4,0.00%,1x3x640x640,1x3x320x640
Slice_14,1x1,0.00%,0.00%,0,0.00%,2457616,0.28%,4,0.00%,1x3x640x640,1x3x320x640
Slice_24,1x1,0.00%,0.00%,0,0.00%,2457616,0.28%,4,0.00%,1x3x640x640,1x3x320x640
Slice_34,1x1,0.00%,0.00%,0,0.00%,2457616,0.28%,4,0.00%,1x3x640x640,1x3x320x640
Slice_9,1x1,0.00%,0.00%,0,0.00%,1228816,0.14%,4,0.00%,1x3x320x640,1x3x320x320
Slice_19,1x1,0.00%,0.00%,0,0.00%,1228816,0.14%,4,0.00%,1x3x320x640,1x3x320x320
Slice_29,1x1,0.00%,0.00%,0,0.00%,1228816,0.14%,4,0.00%,1x3x320x640,1x3x320x320
Slice_39,1x1,0.00%,0.00%,0,0.00%,1228816,0.14%,4,0.00%,1x3x320x640,1x3x320x320
Concat_40,1x1,0.00%,0.00%,0,0.00%,4915200,0.56%,0,0.00%,1x3x320x320,1x12x320x320
Conv_53_quant,1x1,0.00%,0.00%,357171200,4.05%,13121152,1.49%,3488,0.05%,1x12x320x320,1x32x320x320
DequantizeLinear_61,1x1,0.00%,0.00%,6553600,0.07%,13107200,1.49%,0,0.00%,1x32x320x320,1x32x320x320
Add_63,1x1,0.00%,0.00%,3276800,0.04%,13107200,1.49%,0,0.00%,1x32x320x320,1x32x320x320
Clip_66,1x1,0.00%,0.00%,6553600,0.07%,13107200,1.49%,0,0.00%,1x32x320x320,1x32x320x320
Mul_67,1x1,0.00%,0.00%,3276800,0.04%,13107200,1.49%,0,0.00%,1x32x320x320,1x32x320x320
Div_69,1x1,0.00%,0.00%,6553600,0.07%,13107200,1.49%,0,0.00%,1x32x320x320,1x32x320x320
QuantizeLinear_72,1x1,0.00%,0.00%,6553600,0.07%,13107200,1.49%,0,0.00%,1x32x320x320,1x32x320x320
Conv_82_quant,4x1,52.92%,52.92%,473497600,5.36%,6627584,0.75%,18496,0.25%,1x32x320x320,1x64x160x160
DequantizeLinear_90,1x1,0.00%,0.00%,3276800,0.04%,6553600,0.74%,0,0.00%,1x64x160x160,1x64x160x160
Add_92,1x1,0.00%,0.00%,1638400,0.02%,6553600,0.74%,0,0.00%,1x64x160x160,1x64x160x160
Clip_95,1x1,0.00%,0.00%,3276800,0.04%,6553600,0.74%,0,0.00%,1x64x160x160,1x64x160x160
Mul_96,1x1,0.00%,0.00%,1638400,0.02%,6553600,0.74%,0,0.00%,1x64x160x160,1x64x160x160
Div_98,1x1,0.00%,0.00%,3276800,0.04%,6553600,0.74%,0,0.00%,1x64x160x160,1x64x160x160
QuantizeLinear_101,1x1,0.00%,0.00%,3276800,0.04%,6553600,0.74%,0,0.00%,1x64x160x160,1x64x160x160
Conv_111_quant,4x1,47.66%,47.66%,53248000,0.60%,3285120,0.37%,2080,0.03%,1x64x160x160,1x32x160x160
Conv_199_quant,4x1,44.43%,44.43%,53248000,0.60%,3285120,0.37%,2080,0.03%,1x64x160x160,1x32x160x160
DequantizeLinear_119,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
DequantizeLinear_207,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Add_121,1x1,0.00%,0.00%,819200,0.01%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Add_209,1x1,0.00%,0.00%,819200,0.01%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Clip_124,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Clip_212,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Mul_125,1x1,0.00%,0.00%,819200,0.01%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Mul_213,1x1,0.00%,0.00%,819200,0.01%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Div_127,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Div_215,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
QuantizeLinear_130,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
QuantizeLinear_130_dequantized,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Conv_140_quant,4x1,42.48%,42.48%,27033600,0.31%,3281024,0.37%,1056,0.01%,1x32x160x160,1x32x160x160
DequantizeLinear_148,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Add_150,1x1,0.00%,0.00%,819200,0.01%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Clip_153,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Mul_154,1x1,0.00%,0.00%,819200,0.01%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Div_156,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
QuantizeLinear_159,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Conv_169_quant,4x1,51.24%,51.24%,236748800,2.68%,3313792,0.38%,9248,0.13%,1x32x160x160,1x32x160x160
DequantizeLinear_177,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Add_179,1x1,0.00%,0.00%,819200,0.01%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Clip_182,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Mul_183,1x1,0.00%,0.00%,819200,0.01%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Div_185,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Add_186,1x1,0.00%,0.00%,819200,0.01%,3276800,0.37%,0,0.00%,1x32x160x160,1x32x160x160
Concat_216,1x1,0.00%,0.00%,0,0.00%,6553600,0.74%,0,0.00%,1x32x160x160,1x64x160x160
QuantizeLinear_219,1x1,0.00%,0.00%,3276800,0.04%,6553600,0.74%,0,0.00%,1x64x160x160,1x64x160x160
Conv_229_quant,4x1,43.58%,43.58%,106496000,1.21%,6570240,0.75%,4160,0.06%,1x64x160x160,1x64x160x160
DequantizeLinear_237,1x1,0.00%,0.00%,3276800,0.04%,6553600,0.74%,0,0.00%,1x64x160x160,1x64x160x160
Add_239,1x1,0.00%,0.00%,1638400,0.02%,6553600,0.74%,0,0.00%,1x64x160x160,1x64x160x160
Clip_242,1x1,0.00%,0.00%,3276800,0.04%,6553600,0.74%,0,0.00%,1x64x160x160,1x64x160x160
Mul_243,1x1,0.00%,0.00%,1638400,0.02%,6553600,0.74%,0,0.00%,1x64x160x160,1x64x160x160
Div_245,1x1,0.00%,0.00%,3276800,0.04%,6553600,0.74%,0,0.00%,1x64x160x160,1x64x160x160
QuantizeLinear_248,1x1,0.00%,0.00%,3276800,0.04%,6553600,0.74%,0,0.00%,1x64x160x160,1x64x160x160
Conv_258_quant,4x1,67.18%,67.18%,472678400,5.35%,3572224,0.41%,73856,1.02%,1x64x160x160,1x128x80x80
DequantizeLinear_266,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x128x80x80,1x128x80x80
Add_268,1x1,0.00%,0.00%,819200,0.01%,3276800,0.37%,0,0.00%,1x128x80x80,1x128x80x80
Clip_271,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x128x80x80,1x128x80x80
Mul_272,1x1,0.00%,0.00%,819200,0.01%,3276800,0.37%,0,0.00%,1x128x80x80,1x128x80x80
Div_274,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x128x80x80,1x128x80x80
QuantizeLinear_277,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x128x80x80,1x128x80x80
Conv_287_quant,4x1,51.66%,51.66%,52838400,0.60%,1671424,0.19%,8256,0.11%,1x128x80x80,1x64x80x80
Conv_493_quant,4x1,52.43%,52.43%,52838400,0.60%,1671424,0.19%,8256,0.11%,1x128x80x80,1x64x80x80
DequantizeLinear_295,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
DequantizeLinear_501,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Add_297,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Add_503,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Clip_300,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Clip_506,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Mul_301,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Mul_507,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Div_303,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Div_509,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
QuantizeLinear_306,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
QuantizeLinear_306_dequantized,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Conv_316_quant,4x1,51.66%,51.66%,26624000,0.30%,1655040,0.19%,4160,0.06%,1x64x80x80,1x64x80x80
DequantizeLinear_324,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Add_326,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Clip_329,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Mul_330,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Div_332,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
QuantizeLinear_335,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Conv_345_quant,4x1,66.08%,66.08%,236339200,2.68%,1786112,0.20%,36928,0.51%,1x64x80x80,1x64x80x80
DequantizeLinear_353,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Add_355,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Clip_358,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Mul_359,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Div_361,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Add_362,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
QuantizeLinear_365,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
QuantizeLinear_365_dequantized,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Conv_375_quant,4x1,50.76%,50.76%,26624000,0.30%,1655040,0.19%,4160,0.06%,1x64x80x80,1x64x80x80
DequantizeLinear_383,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Add_385,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Clip_388,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Mul_389,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Div_391,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
QuantizeLinear_394,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Conv_404_quant,4x1,65.63%,65.63%,236339200,2.68%,1786112,0.20%,36928,0.51%,1x64x80x80,1x64x80x80
DequantizeLinear_412,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Add_414,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Clip_417,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Mul_418,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Div_420,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Add_421,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
QuantizeLinear_424,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
QuantizeLinear_424_dequantized,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Conv_434_quant,4x1,50.83%,50.83%,26624000,0.30%,1655040,0.19%,4160,0.06%,1x64x80x80,1x64x80x80
DequantizeLinear_442,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Add_444,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Clip_447,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Mul_448,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Div_450,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
QuantizeLinear_453,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Conv_463_quant,4x1,65.78%,65.78%,236339200,2.68%,1786112,0.20%,36928,0.51%,1x64x80x80,1x64x80x80
DequantizeLinear_471,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Add_473,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Clip_476,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Mul_477,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Div_479,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Add_480,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x64x80x80,1x64x80x80
Concat_510,1x1,0.00%,0.00%,0,0.00%,3276800,0.37%,0,0.00%,1x64x80x80,1x128x80x80
QuantizeLinear_513,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x128x80x80,1x128x80x80
Conv_523_quant,4x1,52.15%,52.15%,105676800,1.20%,3342848,0.38%,16512,0.23%,1x128x80x80,1x128x80x80
DequantizeLinear_531,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x128x80x80,1x128x80x80
Add_533,1x1,0.00%,0.00%,819200,0.01%,3276800,0.37%,0,0.00%,1x128x80x80,1x128x80x80
Clip_536,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x128x80x80,1x128x80x80
Mul_537,1x1,0.00%,0.00%,819200,0.01%,3276800,0.37%,0,0.00%,1x128x80x80,1x128x80x80
Div_539,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x128x80x80,1x128x80x80
QuantizeLinear_542,1x1,0.00%,0.00%,1638400,0.02%,3276800,0.37%,0,0.00%,1x128x80x80,1x128x80x80
Conv_552_quant,4x1,66.68%,66.68%,472268800,5.35%,2819072,0.32%,295168,4.06%,1x128x80x80,1x256x40x40
DequantizeLinear_560,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
Add_562,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
Clip_565,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
Mul_566,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
Div_568,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
QuantizeLinear_571,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
Conv_581_quant,4x1,51.09%,51.09%,52633600,0.60%,950784,0.11%,32896,0.45%,1x256x40x40,1x128x40x40
Conv_787_quant,4x1,51.16%,51.16%,52633600,0.60%,950784,0.11%,32896,0.45%,1x256x40x40,1x128x40x40
DequantizeLinear_589,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
DequantizeLinear_795,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Add_591,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Add_797,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Clip_594,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Clip_800,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Mul_595,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Mul_801,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Div_597,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Div_803,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
QuantizeLinear_600,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
QuantizeLinear_600_dequantized,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Conv_610_quant,4x1,51.17%,51.17%,26419200,0.30%,885248,0.10%,16512,0.23%,1x128x40x40,1x128x40x40
DequantizeLinear_618,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Add_620,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Clip_623,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Mul_624,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Div_626,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
QuantizeLinear_629,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Conv_639_quant,4x1,66.10%,66.10%,236134400,2.67%,1409536,0.16%,147584,2.03%,1x128x40x40,1x128x40x40
DequantizeLinear_647,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Add_649,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Clip_652,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Mul_653,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Div_655,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Add_656,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
QuantizeLinear_659,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
QuantizeLinear_659_dequantized,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Conv_669_quant,4x1,51.02%,51.02%,26419200,0.30%,885248,0.10%,16512,0.23%,1x128x40x40,1x128x40x40
DequantizeLinear_677,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Add_679,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Clip_682,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Mul_683,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Div_685,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
QuantizeLinear_688,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Conv_698_quant,4x1,65.95%,65.95%,236134400,2.67%,1409536,0.16%,147584,2.03%,1x128x40x40,1x128x40x40
DequantizeLinear_706,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Add_708,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Clip_711,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Mul_712,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Div_714,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Add_715,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
QuantizeLinear_718,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
QuantizeLinear_718_dequantized,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Conv_728_quant,4x1,50.77%,50.77%,26419200,0.30%,885248,0.10%,16512,0.23%,1x128x40x40,1x128x40x40
DequantizeLinear_736,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Add_738,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Clip_741,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Mul_742,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Div_744,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
QuantizeLinear_747,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Conv_757_quant,4x1,66.49%,66.49%,236134400,2.67%,1409536,0.16%,147584,2.03%,1x128x40x40,1x128x40x40
DequantizeLinear_765,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Add_767,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Clip_770,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Mul_771,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Div_773,1x1,0.00%,0.00%,409600,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Add_774,1x1,0.00%,0.00%,204800,0.00%,819200,0.09%,0,0.00%,1x128x40x40,1x128x40x40
Concat_804,1x1,0.00%,0.00%,0,0.00%,1638400,0.19%,0,0.00%,1x128x40x40,1x256x40x40
QuantizeLinear_807,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
Conv_817_quant,4x1,51.20%,51.20%,105267200,1.19%,1901568,0.22%,65792,0.91%,1x256x40x40,1x256x40x40
DequantizeLinear_825,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
Add_827,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
Clip_830,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
Mul_831,1x1,0.00%,0.00%,409600,0.00%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
Div_833,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
QuantizeLinear_836,1x1,0.00%,0.00%,819200,0.01%,1638400,0.19%,0,0.00%,1x256x40x40,1x256x40x40
